score;completeness;rescuebot_action;rescuebot_location;rafa_action;rafa_location;world_nr;tick_nr
6;0.125;MoveNorth;(9, 5);MoveEast;(19, 6);1;1422
6;0.125;MoveNorth;(9, 5);;(19, 6);1;1423
6;0.125;MoveNorth;(9, 5);MoveEast;(19, 6);1;1424
6;0.125;MoveNorth;(9, 5);MoveEast;(19, 6);1;1425
6;0.125;MoveNorth;(9, 4);MoveEast;(19, 6);1;1426
6;0.125;MoveNorthWest;(9, 4);MoveEast;(19, 6);1;1427
6;0.125;MoveNorthWest;(9, 4);MoveEast;(19, 6);1;1428
6;0.125;MoveNorthWest;(9, 4);MoveEast;(20, 6);1;1429
6;0.125;MoveNorthWest;(9, 4);MoveEast;(21, 6);1;1430
6;0.125;MoveNorthWest;(9, 4);;(21, 6);1;1431
6;0.125;MoveNorthWest;(9, 4);MoveEast;(22, 6);1;1432
6;0.125;MoveNorthWest;(9, 4);;(22, 6);1;1433
6;0.125;MoveNorthWest;(9, 4);;(22, 6);1;1434
6;0.125;MoveNorthWest;(8, 3);;(22, 6);1;1435
6;0.125;MoveNorth;(8, 3);;(22, 6);1;1436
6;0.125;MoveNorth;(8, 3);;(22, 6);1;1437
6;0.125;MoveNorth;(8, 3);;(22, 6);1;1438
6;0.125;MoveNorth;(8, 3);;(22, 6);1;1439
6;0.125;MoveNorth;(8, 3);MoveEast;(23, 6);1;1440
6;0.125;MoveNorth;(8, 3);;(23, 6);1;1441
6;0.125;MoveNorth;(8, 3);;(23, 6);1;1442
6;0.125;MoveNorth;(8, 3);MoveSouth;(23, 7);1;1443
6;0.125;MoveNorth;(8, 2);;(23, 7);1;1444
6;0.125;MoveSouthEast;(8, 2);MoveSouth;(23, 8);1;1445
6;0.125;MoveSouthEast;(8, 2);;(23, 8);1;1446
6;0.125;MoveSouthEast;(8, 2);;(23, 8);1;1447
6;0.125;MoveSouthEast;(8, 2);MoveSouth;(23, 9);1;1448
6;0.125;MoveSouthEast;(8, 2);MoveSouth;(23, 10);1;1449
6;0.125;MoveSouthEast;(8, 2);MoveSouth;(23, 11);1;1450
6;0.125;MoveSouthEast;(8, 2);MoveSouth;(23, 12);1;1451
6;0.125;MoveSouthEast;(8, 2);;(23, 12);1;1452
6;0.125;MoveSouthEast;(9, 3);;(23, 12);1;1453
6;0.125;MoveNorthEast;(9, 3);MoveSouth;(23, 13);1;1454
6;0.125;MoveNorthEast;(9, 3);;(23, 13);1;1455
6;0.125;MoveNorthEast;(9, 3);;(23, 13);1;1456
6;0.125;MoveNorthEast;(9, 3);;(23, 13);1;1457
6;0.125;MoveNorthEast;(9, 3);;(23, 13);1;1458
6;0.125;MoveNorthEast;(9, 3);;(23, 13);1;1459
6;0.125;MoveNorthEast;(9, 3);;(23, 13);1;1460
6;0.125;MoveNorthEast;(9, 3);;(23, 13);1;1461
6;0.125;MoveNorthEast;(10, 2);MoveSouth;(23, 14);1;1462
6;0.125;;(10, 2);;(23, 14);1;1463
6;0.125;;(10, 2);;(23, 14);1;1464
6;0.125;;(10, 2);;(23, 14);1;1465
6;0.125;;(10, 2);;(23, 14);1;1466
6;0.125;;(10, 2);;(23, 14);1;1467
6;0.125;;(10, 2);;(23, 14);1;1468
6;0.125;;(10, 2);;(23, 14);1;1469
6;0.125;;(10, 2);;(23, 14);1;1470
6;0.125;;(10, 2);;(23, 14);1;1471
6;0.125;;(10, 2);;(23, 14);1;1472
6;0.125;;(10, 2);;(23, 14);1;1473
6;0.125;;(10, 2);;(23, 14);1;1474
6;0.125;;(10, 2);;(23, 14);1;1475
6;0.125;;(10, 2);;(23, 14);1;1476
6;0.125;;(10, 2);;(23, 14);1;1477
6;0.125;;(10, 2);;(23, 14);1;1478
6;0.125;;(10, 2);;(23, 14);1;1479
6;0.125;;(10, 2);;(23, 14);1;1480
6;0.125;;(10, 2);;(23, 14);1;1481
6;0.125;;(10, 2);;(23, 14);1;1482
6;0.125;;(10, 2);;(23, 14);1;1483
6;0.125;;(10, 2);;(23, 14);1;1484
6;0.125;;(10, 2);;(23, 14);1;1485
6;0.125;;(10, 2);;(23, 14);1;1486
6;0.125;;(10, 2);;(23, 14);1;1487
6;0.125;;(10, 2);;(23, 14);1;1488
6;0.125;;(10, 2);;(23, 14);1;1489
6;0.125;;(10, 2);;(23, 14);1;1490
6;0.125;;(10, 2);;(23, 14);1;1491
6;0.125;;(10, 2);;(23, 14);1;1492
6;0.125;;(10, 2);;(23, 14);1;1493
6;0.125;;(10, 2);;(23, 14);1;1494
6;0.125;;(10, 2);;(23, 14);1;1495
9;0.25;;(10, 2);Drop;(23, 14);1;1496
9;0.25;;(10, 2);;(23, 14);1;1497
9;0.25;;(10, 2);;(23, 14);1;1498
9;0.25;;(10, 2);;(23, 14);1;1499
9;0.25;;(10, 2);;(23, 14);1;1500
9;0.25;;(10, 2);MoveWest;(22, 14);1;1501
9;0.25;;(10, 2);;(22, 14);1;1502
9;0.25;;(10, 2);;(22, 14);1;1503
9;0.25;;(10, 2);;(22, 14);1;1504
9;0.25;;(10, 2);;(22, 14);1;1505
9;0.25;;(10, 2);;(22, 14);1;1506
9;0.25;;(10, 2);;(22, 14);1;1507
9;0.25;;(10, 2);MoveWest;(21, 14);1;1508
9;0.25;;(10, 2);;(21, 14);1;1509
9;0.25;;(10, 2);;(21, 14);1;1510
9;0.25;;(10, 2);;(21, 14);1;1511
9;0.25;;(10, 2);MoveNorth;(21, 13);1;1512
9;0.25;;(10, 2);;(21, 13);1;1513
9;0.25;;(10, 2);MoveNorth;(21, 12);1;1514
9;0.25;;(10, 2);;(21, 12);1;1515
9;0.25;;(10, 2);MoveNorth;(21, 11);1;1516
9;0.25;;(10, 2);MoveNorth;(21, 10);1;1517
9;0.25;;(10, 2);;(21, 10);1;1518
9;0.25;;(10, 2);;(21, 10);1;1519
9;0.25;;(10, 2);MoveNorth;(21, 9);1;1520
9;0.25;;(10, 2);;(21, 9);1;1521
9;0.25;;(10, 2);MoveNorth;(21, 8);1;1522
9;0.25;;(10, 2);MoveWest;(20, 8);1;1523
9;0.25;;(10, 2);;(20, 8);1;1524
9;0.25;;(10, 2);MoveWest;(19, 8);1;1525
9;0.25;;(10, 2);;(19, 8);1;1526
9;0.25;;(10, 2);MoveWest;(19, 8);1;1527
9;0.25;;(10, 2);MoveWest;(19, 8);1;1528
9;0.25;;(10, 2);MoveWest;(19, 8);1;1529
9;0.25;;(10, 2);MoveWest;(19, 8);1;1530
9;0.25;;(10, 2);MoveWest;(19, 8);1;1531
9;0.25;;(10, 2);MoveWest;(18, 8);1;1532
9;0.25;;(10, 2);MoveWest;(18, 8);1;1533
9;0.25;;(10, 2);;(18, 8);1;1534
9;0.25;;(10, 2);MoveWest;(18, 8);1;1535
9;0.25;;(10, 2);;(18, 8);1;1536
9;0.25;;(10, 2);MoveWest;(18, 8);1;1537
9;0.25;;(10, 2);MoveNorth;(18, 7);1;1538
9;0.25;;(10, 2);;(18, 7);1;1539
9;0.25;;(10, 2);MoveNorth;(18, 6);1;1540
9;0.25;;(10, 2);MoveNorth;(18, 5);1;1541
9;0.25;;(10, 2);;(18, 5);1;1542
9;0.25;;(10, 2);;(18, 5);1;1543
9;0.25;;(10, 2);MoveWest;(17, 5);1;1544
9;0.25;;(10, 2);;(17, 5);1;1545
9;0.25;;(10, 2);MoveWest;(16, 5);1;1546
9;0.25;;(10, 2);MoveWest;(15, 5);1;1547
9;0.25;;(10, 2);;(15, 5);1;1548
9;0.25;;(10, 2);;(15, 5);1;1549
9;0.25;;(10, 2);MoveWest;(14, 5);1;1550
9;0.25;;(10, 2);MoveWest;(13, 5);1;1551
9;0.25;;(10, 2);;(13, 5);1;1552
9;0.25;;(10, 2);MoveWest;(12, 5);1;1553
9;0.25;;(10, 2);MoveWest;(11, 5);1;1554
9;0.25;;(10, 2);MoveWest;(10, 5);1;1555
9;0.25;;(10, 2);;(10, 5);1;1556
9;0.25;;(10, 2);MoveWest;(10, 5);1;1557
9;0.25;;(10, 2);MoveWest;(10, 5);1;1558
9;0.25;;(10, 2);MoveWest;(10, 5);1;1559
9;0.25;;(10, 2);MoveWest;(10, 5);1;1560
9;0.25;;(10, 2);MoveWest;(10, 5);1;1561
9;0.25;;(10, 2);MoveWest;(9, 5);1;1562
9;0.25;;(10, 2);MoveWest;(8, 5);1;1563
9;0.25;;(10, 2);;(8, 5);1;1564
9;0.25;;(10, 2);;(8, 5);1;1565
9;0.25;;(10, 2);;(8, 5);1;1566
9;0.25;;(10, 2);;(8, 5);1;1567
9;0.25;;(10, 2);;(8, 5);1;1568
9;0.25;;(10, 2);;(8, 5);1;1569
9;0.25;;(10, 2);MoveEast;(8, 5);1;1570
9;0.25;;(10, 2);MoveEast;(8, 5);1;1571
9;0.25;;(10, 2);MoveEast;(8, 5);1;1572
9;0.25;;(10, 2);MoveEast;(8, 5);1;1573
9;0.25;;(10, 2);MoveEast;(8, 5);1;1574
9;0.25;;(10, 2);MoveEast;(9, 5);1;1575
9;0.25;;(10, 2);;(9, 5);1;1576
9;0.25;;(10, 2);;(9, 5);1;1577
9;0.25;;(10, 2);;(9, 5);1;1578
9;0.25;;(10, 2);;(9, 5);1;1579
9;0.25;;(10, 2);;(9, 5);1;1580
9;0.25;;(10, 2);MoveNorth;(9, 4);1;1581
9;0.25;;(10, 2);;(9, 4);1;1582
9;0.25;;(10, 2);;(9, 4);1;1583
9;0.25;;(10, 2);;(9, 4);1;1584
9;0.25;;(10, 2);;(9, 4);1;1585
9;0.25;;(10, 2);;(9, 4);1;1586
9;0.25;;(10, 2);;(9, 4);1;1587
9;0.25;;(10, 2);MoveNorth;(9, 3);1;1588
9;0.25;;(10, 2);;(9, 3);1;1589
9;0.25;;(10, 2);;(9, 3);1;1590
9;0.25;;(10, 2);;(9, 3);1;1591
9;0.25;;(10, 2);;(9, 3);1;1592
9;0.25;;(10, 2);;(9, 3);1;1593
9;0.25;;(10, 2);;(9, 3);1;1594
9;0.25;;(10, 2);;(9, 3);1;1595
9;0.25;;(10, 2);;(9, 3);1;1596
9;0.25;;(10, 2);;(9, 3);1;1597
9;0.25;;(10, 2);;(9, 3);1;1598
9;0.25;;(10, 2);;(9, 3);1;1599
9;0.25;;(10, 2);;(9, 3);1;1600
9;0.25;;(10, 2);;(9, 3);1;1601
9;0.25;;(10, 2);;(9, 3);1;1602
9;0.25;;(10, 2);;(9, 3);1;1603
9;0.25;;(10, 2);;(9, 3);1;1604
9;0.25;;(10, 2);;(9, 3);1;1605
9;0.25;;(10, 2);;(9, 3);1;1606
9;0.25;;(10, 2);;(9, 3);1;1607
9;0.25;;(10, 2);;(9, 3);1;1608
9;0.25;;(10, 2);;(9, 3);1;1609
9;0.25;;(10, 2);;(9, 3);1;1610
9;0.25;;(10, 2);;(9, 3);1;1611
9;0.25;;(10, 2);;(9, 3);1;1612
9;0.25;;(10, 2);;(9, 3);1;1613
9;0.25;;(10, 2);;(9, 3);1;1614
9;0.25;;(10, 2);;(9, 3);1;1615
9;0.25;;(10, 2);;(9, 3);1;1616
9;0.25;;(10, 2);;(9, 3);1;1617
9;0.25;;(10, 2);;(9, 3);1;1618
9;0.25;;(10, 2);;(9, 3);1;1619
9;0.25;;(10, 2);;(9, 3);1;1620
9;0.25;;(10, 2);;(9, 3);1;1621
9;0.25;;(10, 2);;(9, 3);1;1622
9;0.25;;(10, 2);;(9, 3);1;1623
9;0.25;;(10, 2);;(9, 3);1;1624
9;0.25;;(10, 2);;(9, 3);1;1625
9;0.25;;(10, 2);;(9, 3);1;1626
9;0.25;;(10, 2);;(9, 3);1;1627
9;0.25;;(10, 2);;(9, 3);1;1628
9;0.25;;(10, 2);;(9, 3);1;1629
9;0.25;;(10, 2);;(9, 3);1;1630
9;0.25;;(10, 2);;(9, 3);1;1631
9;0.25;;(10, 2);;(9, 3);1;1632
9;0.25;;(10, 2);;(9, 3);1;1633
9;0.25;;(10, 2);;(9, 3);1;1634
9;0.25;;(10, 2);;(9, 3);1;1635
9;0.25;;(10, 2);;(9, 3);1;1636
9;0.25;;(10, 2);;(9, 3);1;1637
9;0.25;;(10, 2);;(9, 3);1;1638
9;0.25;;(10, 2);;(9, 3);1;1639
9;0.25;;(10, 2);;(9, 3);1;1640
9;0.25;;(10, 2);;(9, 3);1;1641
9;0.25;;(10, 2);;(9, 3);1;1642
9;0.25;;(10, 2);;(9, 3);1;1643
9;0.25;;(10, 2);;(9, 3);1;1644
9;0.25;;(10, 2);;(9, 3);1;1645
9;0.25;;(10, 2);;(9, 3);1;1646
9;0.25;;(10, 2);;(9, 3);1;1647
9;0.25;;(10, 2);;(9, 3);1;1648
9;0.25;;(10, 2);;(9, 3);1;1649
9;0.25;;(10, 2);;(9, 3);1;1650
9;0.25;;(10, 2);;(9, 3);1;1651
9;0.25;;(10, 2);;(9, 3);1;1652
9;0.25;;(10, 2);;(9, 3);1;1653
9;0.25;;(10, 2);;(9, 3);1;1654
9;0.25;;(10, 2);;(9, 3);1;1655
9;0.25;;(10, 2);;(9, 3);1;1656
9;0.25;;(10, 2);;(9, 3);1;1657
9;0.25;;(10, 2);MoveEast;(10, 3);1;1658
9;0.25;;(10, 2);;(10, 3);1;1659
9;0.25;;(10, 2);;(10, 3);1;1660
9;0.25;;(10, 2);;(10, 3);1;1661
9;0.25;;(10, 2);;(10, 3);1;1662
9;0.25;;(10, 2);;(10, 3);1;1663
9;0.25;;(10, 2);;(10, 3);1;1664
9;0.25;;(10, 2);;(10, 3);1;1665
9;0.25;;(10, 2);;(10, 3);1;1666
9;0.25;;(10, 2);;(10, 3);1;1667
9;0.25;;(10, 2);;(10, 3);1;1668
9;0.25;;(10, 2);;(10, 3);1;1669
9;0.25;;(10, 2);;(10, 3);1;1670
9;0.25;;(10, 2);;(10, 3);1;1671
9;0.25;;(10, 2);;(10, 3);1;1672
9;0.25;;(10, 2);;(10, 3);1;1673
9;0.25;;(10, 2);;(10, 3);1;1674
9;0.25;;(10, 2);;(10, 3);1;1675
9;0.25;;(10, 2);;(10, 3);1;1676
9;0.25;;(10, 2);;(10, 3);1;1677
9;0.25;;(10, 2);;(10, 3);1;1678
9;0.25;;(10, 2);;(10, 3);1;1679
9;0.25;;(10, 2);;(10, 3);1;1680
9;0.25;;(10, 2);;(10, 3);1;1681
9;0.25;;(10, 2);;(10, 3);1;1682
9;0.25;;(10, 2);;(10, 3);1;1683
9;0.25;;(10, 2);;(10, 3);1;1684
9;0.25;;(10, 2);;(10, 3);1;1685
9;0.25;;(10, 2);;(10, 3);1;1686
9;0.25;;(10, 2);;(10, 3);1;1687
9;0.25;;(10, 2);;(10, 3);1;1688
9;0.25;;(10, 2);;(10, 3);1;1689
9;0.25;;(10, 2);;(10, 3);1;1690
9;0.25;;(10, 2);;(10, 3);1;1691
9;0.25;;(10, 2);;(10, 3);1;1692
9;0.25;;(10, 2);;(10, 3);1;1693
9;0.25;;(10, 2);;(10, 3);1;1694
9;0.25;;(10, 2);;(10, 3);1;1695
9;0.25;;(10, 2);;(10, 3);1;1696
9;0.25;;(10, 2);;(10, 3);1;1697
9;0.25;Idle;(10, 2);;(10, 3);1;1698
9;0.25;Idle;(10, 2);;(10, 3);1;1699
9;0.25;Idle;(10, 2);;(10, 3);1;1700
9;0.25;Idle;(10, 2);;(10, 3);1;1701
9;0.25;Idle;(10, 2);;(10, 3);1;1702
9;0.25;Idle;(10, 2);;(10, 3);1;1703
9;0.25;Idle;(10, 2);;(10, 3);1;1704
9;0.25;Idle;(10, 2);;(10, 3);1;1705
9;0.25;Idle;(10, 2);;(10, 3);1;1706
9;0.25;Idle;(10, 2);;(10, 3);1;1707
9;0.25;Idle;(10, 2);;(10, 3);1;1708
9;0.25;Idle;(10, 2);;(10, 3);1;1709
9;0.25;Idle;(10, 2);;(10, 3);1;1710
9;0.25;Idle;(10, 2);;(10, 3);1;1711
9;0.25;Idle;(10, 2);;(10, 3);1;1712
9;0.25;Idle;(10, 2);;(10, 3);1;1713
9;0.25;Idle;(10, 2);;(10, 3);1;1714
9;0.25;Idle;(10, 2);;(10, 3);1;1715
9;0.25;Idle;(10, 2);;(10, 3);1;1716
9;0.25;Idle;(10, 2);;(10, 3);1;1717
9;0.25;Idle;(10, 2);;(10, 3);1;1718
9;0.25;Idle;(10, 2);;(10, 3);1;1719
9;0.25;Idle;(10, 2);;(10, 3);1;1720
9;0.25;Idle;(10, 2);;(10, 3);1;1721
9;0.25;Idle;(10, 2);;(10, 3);1;1722
9;0.25;Idle;(10, 2);;(10, 3);1;1723
9;0.25;MoveSouth;(10, 2);;(10, 3);1;1724
9;0.25;MoveSouth;(10, 2);;(10, 3);1;1725
9;0.25;MoveSouth;(10, 2);;(10, 3);1;1726
9;0.25;MoveSouth;(10, 2);;(10, 3);1;1727
9;0.25;MoveSouth;(10, 2);;(10, 3);1;1728
9;0.25;MoveSouth;(10, 2);;(10, 3);1;1729
9;0.25;MoveSouth;(10, 2);;(10, 3);1;1730
9;0.25;MoveSouth;(10, 2);;(10, 3);1;1731
9;0.25;MoveSouth;(10, 3);;(10, 3);1;1732
9;0.25;;(10, 3);;(10, 3);1;1733
9;0.25;;(10, 3);;(10, 3);1;1734
9;0.25;;(10, 3);;(10, 3);1;1735
9;0.25;;(10, 3);;(10, 3);1;1736
9;0.25;;(10, 3);;(10, 3);1;1737
9;0.25;;(10, 3);;(10, 3);1;1738
9;0.25;;(10, 3);;(10, 3);1;1739
9;0.25;;(10, 3);;(10, 3);1;1740
9;0.25;;(10, 3);;(10, 3);1;1741
9;0.25;;(10, 3);;(10, 3);1;1742
9;0.25;;(10, 3);;(10, 3);1;1743
9;0.25;;(10, 3);;(10, 3);1;1744
9;0.25;;(10, 3);;(10, 3);1;1745
9;0.25;;(10, 3);;(10, 3);1;1746
9;0.25;;(10, 3);;(10, 3);1;1747
9;0.25;;(10, 3);;(10, 3);1;1748
9;0.25;;(10, 3);CarryObjectTogether;(10, 3);1;1749
9;0.25;;(10, 3);;(10, 3);1;1750
9;0.25;;(10, 3);;(10, 3);1;1751
9;0.25;;(10, 3);;(10, 3);1;1752
9;0.25;;(10, 3);;(10, 3);1;1753
9;0.25;;(10, 3);MoveWest;(9, 3);1;1754
9;0.25;;(10, 3);;(9, 3);1;1755
9;0.25;;(10, 3);;(9, 3);1;1756
9;0.25;;(10, 3);MoveSouth;(9, 4);1;1757
9;0.25;;(10, 3);;(9, 4);1;1758
9;0.25;;(10, 3);;(9, 4);1;1759
9;0.25;;(10, 3);MoveSouth;(9, 5);1;1760
9;0.25;;(10, 3);;(9, 5);1;1761
9;0.25;;(10, 3);MoveSouth;(9, 6);1;1762
9;0.25;;(10, 3);MoveSouth;(9, 7);1;1763
9;0.25;;(10, 3);MoveSouth;(9, 8);1;1764
9;0.25;;(10, 3);;(9, 8);1;1765
9;0.25;;(10, 3);;(9, 8);1;1766
9;0.25;;(10, 3);MoveEast;(10, 8);1;1767
9;0.25;;(10, 3);;(10, 8);1;1768
9;0.25;;(10, 3);MoveEast;(10, 8);1;1769
9;0.25;;(10, 3);;(10, 8);1;1770
9;0.25;;(10, 3);;(10, 8);1;1771
9;0.25;;(10, 3);MoveNorth;(10, 8);1;1772
9;0.25;;(10, 3);;(10, 8);1;1773
9;0.25;;(10, 3);MoveWest;(9, 8);1;1774
9;0.25;;(10, 3);;(9, 8);1;1775
9;0.25;;(10, 3);;(9, 8);1;1776
9;0.25;;(10, 3);;(9, 8);1;1777
9;0.25;;(10, 3);MoveNorth;(9, 7);1;1778
9;0.25;;(10, 3);;(9, 7);1;1779
9;0.25;;(10, 3);MoveNorth;(9, 6);1;1780
9;0.25;;(10, 3);MoveNorth;(9, 5);1;1781
9;0.25;;(10, 3);;(9, 5);1;1782
9;0.25;;(10, 3);;(9, 5);1;1783
9;0.25;;(10, 3);;(9, 5);1;1784
9;0.25;;(10, 3);;(9, 5);1;1785
9;0.25;;(10, 3);;(9, 5);1;1786
9;0.25;;(10, 3);;(9, 5);1;1787
9;0.25;;(10, 3);MoveEast;(10, 5);1;1788
9;0.25;;(10, 3);;(10, 5);1;1789
9;0.25;;(10, 3);MoveEast;(10, 5);1;1790
9;0.25;;(10, 3);MoveEast;(10, 5);1;1791
9;0.25;;(10, 3);MoveEast;(10, 5);1;1792
9;0.25;;(10, 3);MoveEast;(10, 5);1;1793
9;0.25;;(10, 3);MoveEast;(10, 5);1;1794
9;0.25;;(10, 3);MoveEast;(11, 5);1;1795
9;0.25;;(10, 3);MoveEast;(12, 5);1;1796
9;0.25;;(10, 3);MoveEast;(13, 5);1;1797
9;0.25;;(10, 3);;(13, 5);1;1798
9;0.25;;(10, 3);MoveEast;(14, 5);1;1799
9;0.25;;(10, 3);;(14, 5);1;1800
9;0.25;;(10, 3);MoveEast;(15, 5);1;1801
9;0.25;;(10, 3);;(15, 5);1;1802
9;0.25;;(10, 3);MoveEast;(16, 5);1;1803
9;0.25;;(10, 3);;(16, 5);1;1804
9;0.25;;(10, 3);MoveEast;(17, 5);1;1805
9;0.25;;(10, 3);;(17, 5);1;1806
9;0.25;;(10, 3);MoveEast;(18, 5);1;1807
9;0.25;;(10, 3);MoveEast;(19, 5);1;1808
9;0.25;;(10, 3);MoveEast;(19, 5);1;1809
9;0.25;;(10, 3);MoveEast;(19, 5);1;1810
9;0.25;;(10, 3);MoveEast;(19, 5);1;1811
9;0.25;;(10, 3);MoveEast;(19, 5);1;1812
9;0.25;;(10, 3);MoveEast;(19, 5);1;1813
9;0.25;;(10, 3);MoveEast;(20, 5);1;1814
9;0.25;;(10, 3);MoveEast;(20, 5);1;1815
9;0.25;;(10, 3);MoveEast;(20, 5);1;1816
9;0.25;;(10, 3);MoveEast;(20, 5);1;1817
9;0.25;;(10, 3);MoveEast;(20, 5);1;1818
9;0.25;;(10, 3);MoveEast;(20, 5);1;1819
9;0.25;;(10, 3);MoveEast;(21, 5);1;1820
9;0.25;;(10, 3);MoveEast;(22, 5);1;1821
9;0.25;;(10, 3);;(22, 5);1;1822
9;0.25;;(10, 3);;(22, 5);1;1823
9;0.25;;(10, 3);;(22, 5);1;1824
9;0.25;;(10, 3);;(22, 5);1;1825
9;0.25;;(10, 3);;(22, 5);1;1826
9;0.25;;(10, 3);;(22, 5);1;1827
9;0.25;;(10, 3);MoveSouth;(22, 5);1;1828
9;0.25;;(10, 3);MoveSouth;(22, 5);1;1829
9;0.25;;(10, 3);MoveSouth;(22, 5);1;1830
9;0.25;;(10, 3);MoveSouth;(22, 5);1;1831
9;0.25;;(10, 3);MoveSouth;(22, 5);1;1832
9;0.25;;(10, 3);MoveSouth;(22, 6);1;1833
9;0.25;;(10, 3);MoveSouth;(22, 7);1;1834
9;0.25;;(10, 3);MoveSouth;(22, 8);1;1835
9;0.25;;(10, 3);;(22, 8);1;1836
9;0.25;;(10, 3);MoveSouth;(22, 9);1;1837
9;0.25;;(10, 3);;(22, 9);1;1838
9;0.25;;(10, 3);;(22, 9);1;1839
9;0.25;;(10, 3);;(22, 9);1;1840
9;0.25;;(10, 3);;(22, 9);1;1841
9;0.25;;(10, 3);;(22, 9);1;1842
9;0.25;;(10, 3);;(22, 9);1;1843
9;0.25;;(10, 3);;(22, 9);1;1844
9;0.25;;(10, 3);;(22, 9);1;1845
9;0.25;;(10, 3);;(22, 9);1;1846
9;0.25;;(10, 3);;(22, 9);1;1847
9;0.25;;(10, 3);;(22, 9);1;1848
9;0.25;;(10, 3);;(22, 9);1;1849
9;0.25;;(10, 3);;(22, 9);1;1850
9;0.25;;(10, 3);MoveEast;(23, 9);1;1851
9;0.25;;(10, 3);;(23, 9);1;1852
9;0.25;;(10, 3);;(23, 9);1;1853
9;0.25;;(10, 3);;(23, 9);1;1854
9;0.25;;(10, 3);;(23, 9);1;1855
9;0.25;;(10, 3);;(23, 9);1;1856
9;0.25;;(10, 3);MoveNorth;(23, 8);1;1857
9;0.25;;(10, 3);;(23, 8);1;1858
9;0.25;;(10, 3);;(23, 8);1;1859
9;0.25;;(10, 3);;(23, 8);1;1860
9;0.25;;(10, 3);;(23, 8);1;1861
9;0.25;;(10, 3);;(23, 8);1;1862
9;0.25;;(10, 3);;(23, 8);1;1863
9;0.25;;(10, 3);;(23, 8);1;1864
9;0.25;;(10, 3);;(23, 8);1;1865
9;0.25;;(10, 3);;(23, 8);1;1866
9;0.25;;(10, 3);;(23, 8);1;1867
9;0.25;;(10, 3);MoveSouth;(23, 9);1;1868
9;0.25;;(10, 3);;(23, 9);1;1869
9;0.25;;(10, 3);;(23, 9);1;1870
9;0.25;;(10, 3);MoveSouth;(23, 10);1;1871
9;0.25;;(10, 3);;(23, 10);1;1872
9;0.25;;(10, 3);;(23, 10);1;1873
9;0.25;;(10, 3);;(23, 10);1;1874
9;0.25;;(10, 3);MoveNorth;(23, 9);1;1875
9;0.25;;(10, 3);;(23, 9);1;1876
9;0.25;;(10, 3);;(23, 9);1;1877
9;0.25;;(10, 3);MoveNorth;(23, 8);1;1878
9;0.25;;(10, 3);;(23, 8);1;1879
9;0.25;;(10, 3);;(23, 8);1;1880
9;0.25;;(10, 3);;(23, 8);1;1881
9;0.25;;(10, 3);;(23, 8);1;1882
9;0.25;;(10, 3);;(23, 8);1;1883
9;0.25;;(10, 3);;(23, 8);1;1884
9;0.25;;(10, 3);;(23, 8);1;1885
9;0.25;;(10, 3);;(23, 8);1;1886
9;0.25;;(10, 3);;(23, 8);1;1887
9;0.25;;(10, 3);;(23, 8);1;1888
9;0.25;;(10, 3);;(23, 8);1;1889
9;0.25;;(10, 3);;(23, 8);1;1890
9;0.25;;(10, 3);;(23, 8);1;1891
9;0.25;;(10, 3);;(23, 8);1;1892
9;0.25;;(10, 3);;(23, 8);1;1893
9;0.25;;(10, 3);;(23, 8);1;1894
9;0.25;;(10, 3);;(23, 8);1;1895
9;0.25;;(10, 3);;(23, 8);1;1896
9;0.25;;(10, 3);;(23, 8);1;1897
9;0.25;;(10, 3);;(23, 8);1;1898
15;0.375;;(23, 8);DropObjectTogether;(23, 8);1;1899
15;0.375;MoveWest;(23, 8);;(23, 8);1;1900
15;0.375;MoveWest;(23, 8);;(23, 8);1;1901
15;0.375;MoveWest;(23, 8);;(23, 8);1;1902
15;0.375;MoveWest;(23, 8);;(23, 8);1;1903
15;0.375;MoveWest;(23, 8);;(23, 8);1;1904
15;0.375;MoveWest;(23, 8);MoveWest;(22, 8);1;1905
15;0.375;MoveWest;(23, 8);;(22, 8);1;1906
15;0.375;MoveWest;(23, 8);;(22, 8);1;1907
15;0.375;MoveWest;(22, 8);;(22, 8);1;1908
15;0.375;MoveWest;(22, 8);;(22, 8);1;1909
15;0.375;MoveWest;(22, 8);;(22, 8);1;1910
15;0.375;MoveWest;(22, 8);;(22, 8);1;1911
15;0.375;MoveWest;(22, 8);;(22, 8);1;1912
15;0.375;MoveWest;(22, 8);MoveSouth;(22, 9);1;1913
15;0.375;MoveWest;(22, 8);;(22, 9);1;1914
15;0.375;MoveWest;(22, 8);;(22, 9);1;1915
15;0.375;MoveWest;(22, 8);;(22, 9);1;1916
15;0.375;MoveWest;(21, 8);;(22, 9);1;1917
15;0.375;MoveWest;(21, 8);MoveSouth;(22, 10);1;1918
15;0.375;MoveWest;(21, 8);;(22, 10);1;1919
15;0.375;MoveWest;(21, 8);;(22, 10);1;1920
15;0.375;MoveWest;(21, 8);;(22, 10);1;1921
15;0.375;MoveWest;(21, 8);;(22, 10);1;1922
15;0.375;MoveWest;(21, 8);;(22, 10);1;1923
15;0.375;MoveWest;(21, 8);;(22, 10);1;1924
15;0.375;MoveWest;(21, 8);MoveSouth;(22, 11);1;1925
15;0.375;MoveWest;(20, 8);;(22, 11);1;1926
15;0.375;MoveWest;(20, 8);;(22, 11);1;1927
15;0.375;MoveWest;(20, 8);;(22, 11);1;1928
